CategoryGER,Keyword,KeywordId,StrCity,Date,Impressions,CategoryGERId
/Sport & Fitness/Sport/Fußball,handball markt,303680705673,Mosbach,20171029,3,2952
/Sport & Fitness/Sport/Fußball,handball markt,303680705673,Titisee-Neustadt,20171029,1,2952
/Sport & Fitness/Sport/Fußball,handball markt,303680705673,Stuttgart,20171028,15,2952
/Sport & Fitness/Sport/Fußball,handball markt,303680705673,Wangen im Allgau,20171028,1,2952
/Sport & Fitness/Sport/Fußball,handball markt,303680705673,Lam,20171028,7,2952
/Sport & Fitness/Sport/Fußball,alpas sport,12390290599,Sindelfingen,20171130,1,2952
/Sport & Fitness/Sport/Fußball,handball markt,35391068717,Sindelfingen,20171204,1,2952
/Sport & Fitness/Sport/Fußball,handball markt,303680705673,Wurzburg,20171107,2,2952
/Sport & Fitness/Sport/Fußball,handball markt,411227693,Leutkirch im Allgau,20170923,1,2952
/Sport & Fitness/Sport/Fußball,handball markt,303680705673,Stuttgart,20171026,3,2952
/Sport & Fitness/Sport/Fußball,handball markt,303680705673,Heilbronn,20171024,1,2952
/Sport & Fitness/Sport/Fußball,handball markt,303680705673,Kirchheim unter Teck,20171024,3,2952
/Sport & Fitness/Sport/Fußball,handball markt,303680705673,Oberkirch,20171024,1,2952
/Sport & Fitness/Sport/Fußball,handball markt,303680705673,Pforzheim,20171024,4,2952
/Sport & Fitness/Sport/Fußball,handball markt,303680705673,Stuttgart,20171024,4,2952
/Sport & Fitness/Sport/Fußball,fitness musik,80310551,Bretten,20171231,1,2952
/Sport & Fitness/Sport/Fußball,fitness markt schwaben,62060863986,Sinsheim,20170107,1,2952
/Sport & Fitness/Sport/Fußball,geldern fitness,98856556642,Hechingen,20170118,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,19209310792,Biberach,20171030,1,2952
/Sport & Fitness/Sport/Fußball,fitness goeppingen,3118787089,Wurzburg,20170203,1,2952
/Sport & Fitness/Sport/Fußball,fussball trainingsmaterial shop,64711827131,Winnenden,20170716,1,2952
/Sport & Fitness/Sport/Fußball,boxsport athletic,28559182986,Crailsheim,20171127,1,2952
/Sport & Fitness/Sport/Fußball,fussball online training,11289327248,Stuttgart,20171121,1,2952
/Sport & Fitness/Sport/Fußball,handball training,312250194,Schwetzingen,20170209,1,2952
/Sport & Fitness/Sport/Fußball,fitness markt schwaben,62060863986,Waldkirch,20170222,1,2952
/Sport & Fitness/Sport/Fußball,kinder sport,318184899042,Leimen,20171227,1,2952
/Sport & Fitness/Sport/Fußball,fitness pfullingen,61808064616,Pfullingen,20170822,1,2952
/Sport & Fitness/Sport/Fußball,motor sport total,14209620605,Backnang,20170403,1,2952
/Sport & Fitness/Sport/Fußball,geldern fitness,98856556642,Neckarsulm,20171030,1,2952
/Sport & Fitness/Sport/Fußball,meistershirts handball,59061646498,Ravensburg,20170508,1,2952
/Sport & Fitness/Sport/Fußball,biathlon training,966796606,Leonberg,20171111,1,2952
/Sport & Fitness/Sport/Fußball,fussball training,30374983,Rottweil,20171016,1,2952
/Sport & Fitness/Sport/Fußball,fussball live sport,13838600375,Stuttgart,20170217,1,2952
/Sport & Fitness/Sport/Fußball,handball training,312250194,Ettlingen,20170208,1,2952
/Sport & Fitness/Sport/Fußball,handball jugendtraining,80376434313,Balingen,20170112,1,2952
/Sport & Fitness/Sport/Fußball,fussball live sport,15439623616,Stuttgart,20170320,1,2952
/Gesundheit/Gesundheitsbedingungen & Bedenken/Atmungsbedingungen/Chronisch obstruktive Lungenerkrankung (COPD),kirrung schwarzwild,299207459226,Bad Worishofen,20171204,1,1867
/Sport & Fitness/Sport/Fußball,fitness erftstadt,328891270276,Blumberg,20171127,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,19209310792,Singen,20171118,1,2952
/Sport & Fitness/Sport/Fußball,handball jugendtraining,78791219547,Winnenden,20171011,1,2952
/Sport & Fitness/Sport/Fußball,fussball online training,11289327248,Stuttgart,20171120,1,2952
/Sport & Fitness/Sport/Fußball,erhardt sport,2043047069,Singen,20171121,1,2952
/Sport & Fitness/Sport/Fußball,motor sport total,355951626875,Aalen,20171103,1,2952
/Sport & Fitness/Sport/Fußball,handball training,312250194,Stuttgart,20170203,1,2952
/Sport & Fitness/Sport/Fußball,fitness herford,848003529,Mannheim,20171125,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,17040186558,Konstanz,20171112,1,2952
/Sport & Fitness/Sport/Fußball,fitness musik,80310551,Calw,20171009,1,2952
/Sport & Fitness/Sport/Fußball,fussball live sport,15439623616,Rastatt,20170319,1,2952
/Sport & Fitness/Sport/Fußball,armbrust sport,666099975,Mannheim,20171205,1,2952
/Sport & Fitness/Sport/Fußball,kartenspiel fussball,12826603191,Stuttgart,20171106,1,2952
/Sport & Fitness/Sport/Fußball,bodybuilding,12617211,Bad Friedrichshall,20170829,1,2952
/Sport & Fitness/Sport/Fußball,fussball live sport,15439623616,Forst,20170319,1,2952
/Sport & Fitness/Sport/Fußball,kartenspiel fussball,354584284287,Munich,20171128,1,2952
/Sport & Fitness/Sport/Fußball,handball training,312250194,Schorndorf,20170131,1,2952
/Sport & Fitness/Sport/Fußball,fitness unterhaching,303595842671,Stuttgart,20171210,3,2952
/Sport & Fitness/Sport/Fußball,fitness bayreuth,1826431097,Konstanz,20170112,1,2952
/Sport & Fitness/Sport/Fußball,fitness gewichte,22807372780,Karlsruhe,20170212,1,2952
/Sport & Fitness/Sport/Fußball,lacrosse sport,378649491047,Stuttgart,20171217,1,2952
/Sport & Fitness/Sport/Fußball,fussball live sport,15439623616,Heidelberg,20170402,1,2952
/Sport & Fitness/Sport/Fußball,fitness unterhaching,303595842671,Villingen-Schwenningen,20171210,1,2952
/Sport & Fitness/Sport/Fußball,cardio fitness essen,21716803209,Kirchheim unter Teck,20170124,1,2952
/Sport & Fitness/Sport/Fußball,blechschild fussball,377934621114,Dettenheim,20171231,1,2952
/Sport & Fitness/Sport/Fußball,fitness gewichte,295797515009,Walldorf,20171231,1,2952
/Sport & Fitness/Sport/Fußball,fussball manager spiele,2650293999,Backnang,20171227,1,2952
/Sport & Fitness/Sport/Fußball,bilder sportler,901663622,Nagold,20170429,1,2952
/Sport & Fitness/Sport/Fußball,fussball manager spiele,2650293999,Kirchheim unter Teck,20171226,1,2952
/Sport & Fitness/Sport/Fußball,fitness musik,80310551,Mannheim,20171121,1,2952
/Sport & Fitness/Sport/Fußball,handball training,312250194,Stuttgart,20170207,2,2952
/Sport & Fitness/Sport/Fußball,kinder sport,21668824630,Pforzheim,20171223,2,2952
/Sport & Fitness/Sport/Fußball,fitness frechen,671414302,Mosbach,20170425,1,2952
/Sport & Fitness/Sport/Fußball,fahrrad radsport,108647499,Markdorf,20170425,1,2952
/Sport & Fitness/Sport/Fußball,kinder sport,21668824630,Heilbronn,20170923,1,2952
/Sport & Fitness/Sport/Fußball,fitness gewichte,365050229717,Furth im Wald,20171230,1,2952
/Sport & Fitness/Sport/Fußball,fussball live sport,15439623616,Heilbronn,20170204,2,2952
/Sport & Fitness/Sport/Fußball,fitness club bonn,2685485624,Remseck,20171126,1,2952
/Sport & Fitness/Sport/Fußball,football bekleidung,253471130,Karlsruhe,20170115,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,19209310792,Ostrach,20171024,2,2952
/Sport & Fitness/Sport/Fußball,fahrrad radsport,108647499,Sinsheim,20170113,1,2952
/Sport & Fitness/Sport/Fußball,football bekleidung,10043640977,Besigheim,20170220,1,2952
/Sport & Fitness/Sport/Fußball,blechschild fussball,492172451032,Karlsbad,20171125,1,2952
/Sport & Fitness/Sport/Fußball,fussball manager spiele,327774416,Stuttgart,20171103,2,2952
/Sport & Fitness/Sport/Fußball,fitness gewichte,295797515009,Offenburg,20171230,1,2952
/Sport & Fitness/Sport/Fußball,fussball training,30374983,Karlsbad,20171117,1,2952
/Sport & Fitness/Sport/Fußball,kampfsport gummersbach,50394672666,Stuttgart,20170209,1,2952
/Sport & Fitness/Sport/Fußball,football bekleidung,32222814582,Dettelbach,20170220,1,2952
/Sport & Fitness/Sport/Fußball,bodybuilding,24243221,Heilbronn,20171119,1,2952
/Sport & Fitness/Sport/Fußball,kinder sport,295481750550,Stuttgart,20171216,2,2952
/Sport & Fitness/Sport/Fußball,dortmund schalke sport,359255573425,Lahr,20171106,1,2952
/Sport & Fitness/Sport/Fußball,fahrrad radsport,108647499,Bietigheim,20170205,1,2952
/Sport & Fitness/Sport/Fußball,fussball training,392915708,Mannheim,20171117,1,2952
/Sport & Fitness/Sport/Fußball,fitness landshut preise,198277178418,Karlsruhe,20170102,1,2952
/Sport & Fitness/Sport/Fußball,bodybuilding,24243221,Heilbronn,20171130,1,2952
/Sport & Fitness/Sport/Fußball,football bekleidung,253471130,Rheinfelden,20170811,1,2952
/Sport & Fitness/Sport/Fußball,lacrosse sport,301360678316,Ludwigsburg,20171130,1,2952
/Sport & Fitness/Sport/Fußball,handball training,312250194,Konstanz,20170828,1,2952
/Sport & Fitness/Sport/Fußball,bodybuilder bekleidung,29294155789,Sindelfingen,20170102,1,2952
/Sport & Fitness/Sport/Fußball,fitness ludwigsburg,425452850,Stuttgart,20170108,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,60611759616,Forchheim,20170125,1,2952
/Sport & Fitness/Sport/Fußball,bilder sportler,71133804481,Laupheim,20170128,1,2952
/Sport & Fitness/Sport/Fußball,ballhose tennis,21690335887,Konstanz,20170615,1,2952
/Sport & Fitness/Sport/Fußball,fitness musik,80310551,Dornstadt,20171119,1,2952
/Sport & Fitness/Sport/Fußball,kompressionsbekleidung sport,23968617689,Hockenheim,20170819,1,2952
/Sport & Fitness/Sport/Fußball,fussball live sport,15439623616,Eningen,20170828,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,56596288900,Berlin,20170124,1,2952
/Sport & Fitness/Sport/Fußball,fitness gewichte,295797515009,Schopfheim,20171226,2,2952
/Sport & Fitness/Sport/Fußball,fussball spiel online,1941261732,Offenburg,20171214,1,2952
/Sport & Fitness/Sport/Fußball,fahrrad radsport,108647499,Lahr,20170223,1,2952
/Sport & Fitness/Sport/Fußball,bodybuilding,12617211,Karlsruhe,20171208,1,2952
/Sport & Fitness/Sport/Fußball,fitness bootcamp deutschland,24534008503,Friedrichshafen,20170116,1,2952
/Sport & Fitness/Sport/Fußball,fitness ludwigsburg,137291510,Ludwigsburg,20171227,1,2952
/Sport & Fitness/Sport/Fußball,kraftsport hamburg,65460291163,Furtwangen,20170815,1,2952
/Sport & Fitness/Sport/Fußball,kinder sport,300352961,Heidelberg,20171211,1,2952
/Sport & Fitness/Sport/Fußball,auto fussball,13917400624,Tuttlingen,20170129,1,2952
/Sport & Fitness/Sport/Fußball,bilder sportler,71133804481,Karlsruhe,20170123,1,2952
/Sport & Fitness/Sport/Fußball,fussball spiel online,1941261732,Hechingen,20171214,1,2952
/Sport & Fitness/Sport/Fußball,kinder sport,21668824630,Munich,20171117,1,2952
/Sport & Fitness/Sport/Fußball,fitness studio weilheim,12052903097,Eggenstein-Leopoldshafen,20171227,1,2952
/Sport & Fitness/Sport/Fußball,bodybuilder bekleidung,29294155789,Stuttgart,20170124,1,2952
/Sport & Fitness/Sport/Fußball,fussball training,30374983,Rottweil,20171112,1,2952
/Sport & Fitness/Sport/Fußball,kraftsport hamburg,434977937,Fellbach,20170508,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,50328191385,Filderstadt,20170206,1,2952
/Sport & Fitness/Sport/Fußball,fussball spiel online,1941261732,Heilbronn,20171103,1,2952
/Sport & Fitness/Sport/Fußball,fahrrad radsport,108647499,Ditzingen,20170306,1,2952
/Sport & Fitness/Sport/Fußball,kompressionsbekleidung sport,21537947212,Herbrechtingen,20170517,1,2952
/Sport & Fitness/Sport/Fußball,fitness chemnitz,4987216388,Ludwigsburg,20170823,1,2952
/Sport & Fitness/Sport/Fußball,fitness bootcamp deutschland,24534008503,Bad Friedrichshall,20170203,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,19209310792,Winnenden,20170108,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,56596288900,Neckarsulm,20170206,1,2952
/Sport & Fitness/Sport/Fußball,kraftsport hamburg,65460291163,Sindelfingen,20171019,1,2952
/Sport & Fitness/Sport/Fußball,fussball manager spiele,2650293999,Aitrach,20171204,1,2952
/Sport & Fitness/Sport/Fußball,fussball training,392915708,Korntal-Munchingen,20171206,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,3220944409,Heilbronn,20170315,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,19209310792,Alzenau,20170108,1,2952
/Sport & Fitness/Sport/Fußball,fitness chemnitz,307496247269,Wiesloch,20171031,1,2952
/Sport & Fitness/Sport/Fußball,fahrrad radsport,108647499,Holzgerlingen,20170318,1,2952
/Sport & Fitness/Sport/Fußball,fitness gewichte,295797515009,Eppelheim,20171220,1,2952
/Sport & Fitness/Sport/Fußball,fussball manager spiele,1291466467,Coburg,20171130,1,2952
/Sport & Fitness/Sport/Fußball,knieschoner fussball kinder,66701469623,Sigmaringen,20170430,1,2952
/Sport & Fitness/Sport/Fußball,kinder sport,295481750550,Mosbach,20171211,1,2952
/Sport & Fitness/Sport/Fußball,fitness studio weilheim,352543307026,Villingen-Schwenningen,20171130,1,2952
/Sport & Fitness/Sport/Fußball,fussball tights,299619990199,Bietigheim-Bissingen,20171129,1,2952
/Sport & Fitness/Sport/Fußball,fitness chemnitz,29575048629,Regensburg,20171117,2,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,56596288900,Ludwigsburg,20170218,1,2952
/Sport & Fitness/Sport/Fußball,misfit fitness,489460718352,Stuttgart,20171128,1,2952
/Sport & Fitness/Sport/Fußball,fitness tracker wasserdicht,81118066883,Isny im Allgau,20171117,1,2952
/Sport & Fitness/Sport/Fußball,gymnastik trampolin,329827248644,Laupheim,20171222,1,2952
/Sport & Fitness/Sport/Fußball,fitness gewichte,295797515009,Mannheim,20171212,1,2952
/Sport & Fitness/Sport/Fußball,fahrrad radsport,108647499,Stutensee,20171009,1,2952
/Sport & Fitness/Sport/Fußball,bike sport fahrrad,20226969554,Hallstadt,20170811,1,2952
/Sport & Fitness/Sport/Fußball,mannschaftsoutfit tennis,66189119342,Albstadt,20171101,1,2952
/Sport & Fitness/Sport/Fußball,erding fitness,38224526927,Reutlingen,20170925,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,3220944409,Schopfheim,20170310,2,2952
/Sport & Fitness/Sport/Fußball,handball unterziehhose,62913958966,Weil am Rhein,20170108,1,2952
/Sport & Fitness/Sport/Fußball,handball unterziehhose,65415226243,Crailsheim,20170222,1,2952
/Sport & Fitness/Sport/Fußball,fitness ausstattung,494475608,Teningen,20171215,1,2952
/Sport & Fitness/Sport/Fußball,kraftsport shop,167768718,Alfdorf,20170116,1,2952
/Sport & Fitness/Sport/Fußball,handball training,312250194,Balingen,20171106,1,2952
/Sport & Fitness/Sport/Fußball,bodybuilder bekleidung,299870596214,Wangen im Allgau,20171228,1,2952
/Sport & Fitness/Sport/Fußball,fitness musik,341917348,Pfullendorf,20171115,1,2952
/Sport & Fitness/Sport/Fußball,bilder sportler,71133804481,Burladingen,20170202,1,2952
/Sport & Fitness/Sport/Fußball,fussball training,392915708,Stuttgart,20171127,2,2952
/Sport & Fitness/Sport/Fußball,bogen sport welt,43916209694,Achern,20170108,1,2952
/Sport & Fitness/Sport/Fußball,fitness tracker wasserdicht,94615475553,Mannheim,20171117,1,2952
/Sport & Fitness/Sport/Fußball,bodybuilding kleidung,24435280305,Zirndorf,20170128,1,2952
/Sport & Fitness/Sport/Fußball,gymnastik bilder,315841659738,Stuttgart,20171121,2,2952
/Sport & Fitness/Sport/Fußball,fitness ausstattung,494475608,Filderstadt,20171003,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,19209310792,Heilbronn,20170104,1,2952
/Sport & Fitness/Sport/Fußball,bogen sport welt,36892561493,Dettingen an der Erms,20170105,1,2952
/Sport & Fitness/Sport/Fußball,bilder sportler,71133804481,Wiesloch,20170202,1,2952
/Sport & Fitness/Sport/Fußball,fussball live sport,15439623616,Freiburg,20170110,2,2952
/Sport & Fitness/Sport/Fußball,fitness programm,47467111434,Rottweil,20170123,1,2952
/Sport & Fitness/Sport/Fußball,fitness studio durlach,180818709200,Karlsruhe,20170813,1,2952
/Sport & Fitness/Sport/Fußball,bodybuilder bekleidung,299870596214,Untergruppenbach,20171227,3,2952
/Sport & Fitness/Sport/Fußball,galileo fitness vibrationsplatte,11300841489,Fellbach,20170127,1,2952
/Sport & Fitness/Sport/Fußball,kinder sport,300352961,Kandern,20171210,1,2952
/Sport & Fitness/Sport/Fußball,colosseum fitness frankfurt preise,68338805206,Friedrichshafen,20171225,1,2952
/Sport & Fitness/Sport/Fußball,bilder sportler,71133804481,Kaufbeuren,20170214,1,2952
/Sport & Fitness/Sport/Fußball,fitness ausstattung,13427981968,Regensburg,20170925,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,16635810672,Malsch,20170103,1,2952
/Sport & Fitness/Sport/Fußball,fussball live sport,296674895260,Mannheim,20171225,2,2952
/Sport & Fitness/Sport/Fußball,fitness tracker wasserdicht,94615475553,Waldbronn,20171206,1,2952
/Sport & Fitness/Sport/Fußball,bogen sport welt,32111918957,Heidelberg,20171103,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,3220944409,Geislingen,20170307,1,2952
/Sport & Fitness/Sport/Fußball,handball training,35433824237,Ditzingen,20171117,1,2952
/Sport & Fitness/Sport/Fußball,fussball kaufen,28209044397,Stuttgart,20170120,2,2952
/Sport & Fitness/Sport/Fußball,fitness club,10414980,Waakirchen,20170822,1,2952
/Sport & Fitness/Sport/Fußball,colosseum fitness frankfurt preise,74635829293,Bad Mergentheim,20171117,1,2952
/Sport & Fitness/Sport/Fußball,fussball kaufen,28209044397,Reutlingen,20170116,1,2952
/Sport & Fitness/Sport/Fußball,kraftsport,4198863603,Sigmaringen,20170107,1,2952
/Sport & Fitness/Sport/Fußball,galileo fitness vibrationsplatte,11300841489,Karlsruhe,20170220,1,2952
/Sport & Fitness/Sport/Fußball,fitness tracker wasserdicht,94615475553,Stuttgart,20171204,1,2952
/Sport & Fitness/Sport/Fußball,fussball live sport,15439623616,Bietigheim-Bissingen,20170107,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,19209310792,Wendlingen,20170103,1,2952
/Sport & Fitness/Sport/Fußball,fitness armband schwimmen,93367042088,Horb am Neckar,20170119,1,2952
/Sport & Fitness/Sport/Fußball,handball training,35433824237,Ludwigsburg,20171116,1,2952
/Sport & Fitness/Sport/Fußball,fussball kaufen,28209044397,Hockenheim,20170101,1,2952
/Sport & Fitness/Sport/Fußball,bogen sport welt,32111918957,Gerstetten,20171128,1,2952
/Sport & Fitness/Sport/Fußball,galileo fitness vibrationsplatte,11300841489,Ellwangen,20170207,1,2952
/Sport & Fitness/Sport/Fußball,gewichtsball handball,43284391664,Offenburg,20170210,1,2952
/Sport & Fitness/Sport/Fußball,bodybuilder bekleidung,12657235270,Reutlingen,20171213,1,2952
/Sport & Fitness/Sport/Fußball,kinder fussball training,5542592708,Berlin,20171022,1,2952
/Sport & Fitness/Sport/Fußball,kinder basketball,33987353585,Mannheim,20170108,1,2952
/Sport & Fitness/Sport/Fußball,basketball ball test,45783149544,Heidelberg,20171019,1,2952
/Sport & Fitness/Sport/Fußball,fitness programm,124873232,Regensburg,20171030,1,2952
/Sport & Fitness/Sport/Fußball,basketball ball test,56011818245,Donaueschingen,20171113,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,56596288900,Herbrechtingen,20170306,1,2952
/Sport & Fitness/Sport/Fußball,fitness stangen,301600536383,Laupheim,20171022,1,2952
/Sport & Fitness/Sport/Fußball,ingoldstadt fussball,355203734138,Pforzheim,20171027,1,2952
/Sport & Fitness/Sport/Fußball,fitness studio renningen,29180230782,Karlsruhe,20171012,1,2952
/Sport & Fitness/Sport/Fußball,fussball ausstattung,33302923902,Eberbach,20170829,1,2952
/Sport & Fitness/Sport/Fußball,gym10 fitness stuttgart,209384482572,Filderstadt,20171226,1,2952
/Sport & Fitness/Sport/Fußball,fitness halle,2183605174,Stuttgart,20171101,1,2952
/Sport & Fitness/Sport/Fußball,handball training,480733453,Reutlingen,20171115,1,2952
/Sport & Fitness/Sport/Fußball,fitness tracker wasserdicht,304251618412,Villingen-Schwenningen,20171130,1,2952
/Gesetz & Regierung/Militär/Marine,lepper marine shop,350501930613,Heidenheim,20171007,1,2654
/Sport & Fitness/Sport/Fußball,kraftsport,135686461,Mannheim,20170121,1,2952
/Sport & Fitness/Sport/Fußball,buxtehude basketball,302220710529,Ludwigsburg,20171210,1,2952
/Sport & Fitness/Sport/Fußball,jumping fitness kempten,127048566296,Bad Liebenzell,20170117,1,2952
/Sport & Fitness/Sport/Fußball,bilder sportler,44631316104,Geislingen,20170123,1,2952
/Sport & Fitness/Sport/Fußball,handball weisheiten,169919911219,Karlsruhe,20170118,1,2952
/Sport & Fitness/Sport/Fußball,haha sport,44441975269,Offenburg,20170214,1,2952
/Sport & Fitness/Sport/Fußball,fitness halle,326074627124,Munich,20171101,1,2952
/Sport & Fitness/Sport/Fußball,handball weisheiten,169919911219,Grenzach-Wyhlen,20171229,1,2952
/Sport & Fitness/Sport/Fußball,adventkalender fussball,32332470591,Mannheim,20171112,1,2952
/Sport & Fitness/Sport/Fußball,handball weisheiten,312497011403,Eberbach,20171129,1,2952
/Sport & Fitness/Sport/Fußball,aroha sport,65464793772,Kirchheim unter Teck,20170105,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,3220944409,Karlsruhe,20170305,1,2952
/Sport & Fitness/Sport/Fußball,handball weisheiten,169919911219,Munich,20171118,1,2952
/Sport & Fitness/Sport/Fußball,adventkalender fussball,32332470591,Waldshut-Tiengen,20171203,1,2952
/Sport & Fitness/Sport/Fußball,fussball live sport,355796831519,Stuttgart,20171217,1,2952
/Sport & Fitness/Sport/Fußball,adventkalender fussball,32332470591,Neresheim,20171203,2,2952
/Sport & Fitness/Sport/Fußball,kinder basketball,299338341333,Zell,20171106,1,2952
/Sport & Fitness/Sport/Fußball,naish sport,359369853743,Isny im Allgau,20171205,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports shop,302889435528,Mannheim,20171106,1,2952
/Sport & Fitness/Sport/Fußball,decathlon fahrrad kinder,332433526444,Munich,20171012,3,2952
/Sport & Fitness/Sport/Fußball,bodybuilder bekleidung,299870596214,Gaggenau,20171120,1,2952
/Sport & Fitness/Sport/Fußball,johnreed fitness,255948376309,Waiblingen,20171216,1,2952
/Sport & Fitness/Sport/Fußball,basketball bilder,45299019805,Alfdorf,20170201,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,22688005068,Konigs Wusterhausen,20170213,1,2952
/Sport & Fitness/Sport/Fußball,functional fitness stuttgart,121103872107,Stuttgart,20171222,1,2952
/Sport & Fitness/Sport/Fußball,fitness stangen,331280484863,Stutensee,20171122,1,2952
/Sport & Fitness/Sport/Fußball,haha sport,30786182431,Heidelberg,20170422,1,2952
/Sport & Fitness/Sport/Fußball,fussball ausstattung,33302923902,Neckarsulm,20171118,1,2952
/Sport & Fitness/Sport/Fußball,fitness butterfly,295346035620,Mannheim,20171207,3,2952
/Sport & Fitness/Sport/Fußball,jumping fitness kempten,127048566296,Ravensburg,20171225,1,2952
/Sport & Fitness/Sport/Fußball,fussball trainingsbedarf,296840989380,Backnang,20171028,1,2952
/Sport & Fitness/Sport/Fußball,fussball turnierplan,3220944409,Lauda-Konigshofen,20170405,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports shop,302889435528,Stuttgart,20171105,1,2952
/Sport & Fitness/Sport/Fußball,kinder basketball,819218199,Tauberbischofsheim,20171119,1,2952
/Sport & Fitness/Sport/Fußball,bodybuilder bekleidung,299870596214,Grenzach-Wyhlen,20171207,1,2952
/Sport & Fitness/Sport/Fußball,kraftsport,135686461,Kirchheim unter Teck,20170302,1,2952
/Sport & Fitness/Sport/Fußball,besaitungsmaschine tennis test,23313109409,Bad Krozingen,20171210,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,19209310792,Friedrichshafen,20170208,1,2952
/Sport & Fitness/Sport/Fußball,jumping fitness kempten,92883093404,Waldshut-Tiengen,20171219,1,2952
/Sport & Fitness/Sport/Fußball,auto motor und sport,129964870,Backnang,20171026,1,2952
/Sport & Fitness/Sport/Fußball,bodybuilding motivation,332850153031,Karlsruhe,20171214,1,2952
/Sport & Fitness/Sport/Fußball,hodenschutz fussball,300549212283,Ludwigsburg,20171230,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,16635810672,Mannheim,20170201,1,2952
/Sport & Fitness/Sport/Fußball,kinder sport,460219556,Schwetzingen,20171023,1,2952
/Sport & Fitness/Sport/Fußball,kinder basketball,299338341333,Malsch,20171113,1,2952
/Sport & Fitness/Sport/Fußball,kraftsport handschuhe,36795127657,Karlsruhe,20170218,1,2952
/Sport & Fitness/Sport/Fußball,johnreed fitness,353280922973,Heidelberg,20171106,1,2952
/Sport & Fitness/Sport/Fußball,jumping fitness aschaffenburg,84166737936,Balingen,20170706,1,2952
/Sport & Fitness/Sport/Fußball,jumping fitness kempten,127048566296,Leonberg,20170912,1,2952
/Sport & Fitness/Sportwaren/Golfausrüstung/Golfclubs,golfclub vilsbiburg,3138186229,Munich,20170427,1,2894
/Sport & Fitness/Sport/Fußball,gym10 fitness stuttgart,209384482572,Rottweil,20171027,1,2952
/Sport & Fitness/Sport/Fußball,fitness club,10414980,Stuttgart,20171008,1,2952
/Sport & Fitness/Sport/Fußball,kraftsport,328407226964,Leinfelden-Echterdingen,20171231,1,2952
/Sport & Fitness/Sport/Fußball,haha sport,44441975269,Villingen-Schwenningen,20170811,1,2952
/Sport & Fitness/Sport/Fußball,bodybuilding motivation,172262589,Albstadt,20171020,1,2952
/Sport & Fitness/Sport/Fußball,bilder sportler,901663622,Steinheim am Albuch,20170814,1,2952
/Sport & Fitness/Sport/Fußball,jumping fitness aschaffenburg,84166737936,Bamberg,20171211,1,2952
/Sport & Fitness/Sport/Fußball,kinder fussball training,5542592708,Stuttgart,20171015,1,2952
/Sport & Fitness/Sport/Fußball,crivit sports,19209310792,Singen,20170131,1,2952
/Sport & Fitness/Sport/Fußball,bodybuilding motivation,295891595659,Rottenburg,20171031,1,2952
"/Hobbies & Freizeit/Spielzeug & Spiele/Spiele/Videospiele, Konsolen & Zubehör/Videospielmods & Konsolenreparatur",fussballl spiele,303260448845,Munich,20171120,1,2224
/Sport & Fitness/Sport/Fußball,fitness northeim,109701337995,Asperg,20170110,1,2952
/Fahrzeuge/Boote & Wasserfahrzeuge/Flöße,bootsgetriebe,4650398643,Poing,20170128,1,3081
/Sport & Fitness/Sport/Fußball,fitness hirschau,59333431570,Schorndorf,20171128,1,2952
/Sport & Fitness/Sport/Fußball,fitness rostock,29575034109,Ludwigsburg,20170108,1,2952
/Sport & Fitness/Sport/Fußball,kinder basketball,819218199,Sindelfingen,20171127,1,2952
/Sport & Fitness/Sport/Fußball,hansson sport shop,24961676798,Nurtingen,20171230,1,2952
/Sport & Fitness/Sport/Fußball,aroha sport,65464804572,Hornberg,20170209,1,2952
/Sport & Fitness/Sport/Fußball,kinder sport,295481750550,Mannheim,20171022,1,2952
/Sport & Fitness/Sport/Fußball,hodenschutz fussball,355379578756,Singen,20171111,3,2952
/Sport & Fitness/Sport/Fußball,fitness trainingsplan erstellen,299900248965,Bad Urach,20171230,1,2952
/Sport & Fitness/Sport/Fußball,kinder basketball,8484762194,Stuttgart,20171125,1,2952
